"","X1","time","replicate","ensembl_gene_id","hgnc_symbol","type","count","target_status"
"940",39430,"14h","rep1","ENSG00000165630","PRPF18","rna",357.67,"target"
"941",50164,"14h","rep2","ENSG00000165630","PRPF18","rna",267.67,"target"
"942",60898,"14h","rep3","ENSG00000165630","PRPF18","rna",288.67,"target"
"943",71632,"4h","rep1","ENSG00000165630","PRPF18","rna",92.5,"target"
"944",82366,"4h","rep2","ENSG00000165630","PRPF18","rna",68,"target"
"945",93100,"4h","rep3","ENSG00000165630","PRPF18","rna",63.5,"target"
"946",103834,"8h","rep1","ENSG00000165630","PRPF18","rna",168,"target"
"947",114568,"8h","rep2","ENSG00000165630","PRPF18","rna",206.5,"target"
"948",125302,"8h","rep3","ENSG00000165630","PRPF18","rna",186.17,"target"
"949",3268,"0h","rep1","ENSG00000119326","CTNNAL1","rna",418.01,"target"
"950",14002,"0h","rep2","ENSG00000119326","CTNNAL1","rna",431.01,"target"
"951",24736,"0h","rep3","ENSG00000119326","CTNNAL1","rna",388.01,"target"
"952",35470,"14h","rep1","ENSG00000119326","CTNNAL1","rna",2431.99,"target"
"953",46204,"14h","rep2","ENSG00000119326","CTNNAL1","rna",1757,"target"
"954",56938,"14h","rep3","ENSG00000119326","CTNNAL1","rna",1908.01,"target"
"955",67672,"4h","rep1","ENSG00000119326","CTNNAL1","rna",505.01,"target"
"956",78406,"4h","rep2","ENSG00000119326","CTNNAL1","rna",553.01,"target"
"957",89140,"4h","rep3","ENSG00000119326","CTNNAL1","rna",469.01,"target"
"958",99874,"8h","rep1","ENSG00000119326","CTNNAL1","rna",786,"target"
"959",110608,"8h","rep2","ENSG00000119326","CTNNAL1","rna",907.99,"target"
"960",121342,"8h","rep3","ENSG00000119326","CTNNAL1","rna",867.01,"target"
"961",4628,"0h","rep1","ENSG00000135766","EGLN1","rna",175,"target"
"962",15362,"0h","rep2","ENSG00000135766","EGLN1","rna",183,"target"
"963",26096,"0h","rep3","ENSG00000135766","EGLN1","rna",209,"target"
"964",36830,"14h","rep1","ENSG00000135766","EGLN1","rna",371,"target"
"965",47564,"14h","rep2","ENSG00000135766","EGLN1","rna",234,"target"
"966",58298,"14h","rep3","ENSG00000135766","EGLN1","rna",258,"target"
"967",69032,"4h","rep1","ENSG00000135766","EGLN1","rna",245,"target"
"968",79766,"4h","rep2","ENSG00000135766","EGLN1","rna",212,"target"
"969",90500,"4h","rep3","ENSG00000135766","EGLN1","rna",199,"target"
"970",101234,"8h","rep1","ENSG00000135766","EGLN1","rna",583,"target"
"971",111968,"8h","rep2","ENSG00000135766","EGLN1","rna",552,"target"
"972",122702,"8h","rep3","ENSG00000135766","EGLN1","rna",544,"target"
"973",3284,"0h","rep1","ENSG00000119487","MAPKAP1","rna",579,"target"
"974",14018,"0h","rep2","ENSG00000119487","MAPKAP1","rna",595.01,"target"
"975",24752,"0h","rep3","ENSG00000119487","MAPKAP1","rna",638,"target"
"976",35486,"14h","rep1","ENSG00000119487","MAPKAP1","rna",298.01,"target"
"977",46220,"14h","rep2","ENSG00000119487","MAPKAP1","rna",252.01,"target"
"978",56954,"14h","rep3","ENSG00000119487","MAPKAP1","rna",279,"target"
"979",67688,"4h","rep1","ENSG00000119487","MAPKAP1","rna",552.99,"target"
"980",78422,"4h","rep2","ENSG00000119487","MAPKAP1","rna",563,"target"
"981",89156,"4h","rep3","ENSG00000119487","MAPKAP1","rna",599.99,"target"
"982",99890,"8h","rep1","ENSG00000119487","MAPKAP1","rna",407.01,"target"
"983",110624,"8h","rep2","ENSG00000119487","MAPKAP1","rna",471.99,"target"
"984",121358,"8h","rep3","ENSG00000119487","MAPKAP1","rna",428.99,"target"
"985",2942,"0h","rep1","ENSG00000115310","RTN4","rna",1117,"target"
"986",13676,"0h","rep2","ENSG00000115310","RTN4","rna",1480.97,"target"
"987",24410,"0h","rep3","ENSG00000115310","RTN4","rna",1247,"target"
"988",35144,"14h","rep1","ENSG00000115310","RTN4","rna",1630.99,"target"
"989",45878,"14h","rep2","ENSG00000115310","RTN4","rna",1118.98,"target"
"990",56612,"14h","rep3","ENSG00000115310","RTN4","rna",1254.98,"target"
"991",67346,"4h","rep1","ENSG00000115310","RTN4","rna",1401.97,"target"
"992",78080,"4h","rep2","ENSG00000115310","RTN4","rna",1233.99,"target"
"993",88814,"4h","rep3","ENSG00000115310","RTN4","rna",1137.98,"target"
"994",99548,"8h","rep1","ENSG00000115310","RTN4","rna",1351.98,"target"
"995",110282,"8h","rep2","ENSG00000115310","RTN4","rna",1287.99,"target"
"996",121016,"8h","rep3","ENSG00000115310","RTN4","rna",1237,"target"
"997",6353,"0h","rep1","ENSG00000156671","SAMD8","rna",74,"target"
"998",17087,"0h","rep2","ENSG00000156671","SAMD8","rna",60,"target"
"999",27821,"0h","rep3","ENSG00000156671","SAMD8","rna",72,"target"
"1000",38555,"14h","rep1","ENSG00000156671","SAMD8","rna",1076,"target"
"1001",49289,"14h","rep2","ENSG00000156671","SAMD8","rna",748,"target"
"1002",60023,"14h","rep3","ENSG00000156671","SAMD8","rna",913,"target"
"1003",70757,"4h","rep1","ENSG00000156671","SAMD8","rna",142,"target"
"1004",81491,"4h","rep2","ENSG00000156671","SAMD8","rna",143,"target"
"1005",92225,"4h","rep3","ENSG00000156671","SAMD8","rna",140,"target"
"1006",102959,"8h","rep1","ENSG00000156671","SAMD8","rna",396,"target"
"1007",113693,"8h","rep2","ENSG00000156671","SAMD8","rna",459,"target"
"1008",124427,"8h","rep3","ENSG00000156671","SAMD8","rna",422,"target"
"1009",2261,"0h","rep1","ENSG00000107295","SH3GL2","rna",0,"target"
"1010",12995,"0h","rep2","ENSG00000107295","SH3GL2","rna",2,"target"
"1011",23729,"0h","rep3","ENSG00000107295","SH3GL2","rna",0,"target"
"1012",34463,"14h","rep1","ENSG00000107295","SH3GL2","rna",13,"target"
"1013",45197,"14h","rep2","ENSG00000107295","SH3GL2","rna",9,"target"
"1014",55931,"14h","rep3","ENSG00000107295","SH3GL2","rna",14,"target"
"1015",66665,"4h","rep1","ENSG00000107295","SH3GL2","rna",0,"target"
"1016",77399,"4h","rep2","ENSG00000107295","SH3GL2","rna",0,"target"
"1017",88133,"4h","rep3","ENSG00000107295","SH3GL2","rna",0,"target"
"1018",98867,"8h","rep1","ENSG00000107295","SH3GL2","rna",3,"target"
"1019",109601,"8h","rep2","ENSG00000107295","SH3GL2","rna",6,"target"
"1020",120335,"8h","rep3","ENSG00000107295","SH3GL2","rna",4,"target"
